id|ret
29858|用 户 来 电 反 映 自 己 有 一 个 充 值 卡 ， 充 值 到 了 1 9 年 年 底 到 期 ， 要 求 我 方 将 到 期 时 间 提 前 通 知 ， 烦 请 核 实 处 理 谢 谢 ！
29859|* * * * * * * * 用 户 来 电 反 映 ， 2 0 2 1 - 0 2 - 1 2   1 0 :   0 6 :   0 6   通 过 权 益 超 市 办 理 的 京 东 e 卡 和 天 猫 超 市 卡 ， 称 钱 已 经 支 付 了 ， 但 是 没 有 收 到 ， 已 向 用 户 解 释 ， 用 户 不 认 可 ， 请 尽 快 处 理 并 回 复 。
29860|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
29861|用 户 来 电 反 映 对 自 己 的 手 机 号 码 的 费 用 有 疑 义 ， 我 方 经 系 统 查 询 到 用 户 号 码 为 全 家 福 1 0 6 元 套 餐 ， 套 餐 内 有 7 5 2 . 0 0 元 的 欠 费 ， 用 户 不 认 可 ， 称 自 己 办 理 的 是 包 年 的 宽 带 ， 没 有 超 出 套 餐 内 的 流 量 ， 现 用 户 要 求 我 方 核 实 原 因 并 回 复 ， 请 处 理 谢 谢 。
29862|用 户 来 电 反 映 ： 用 户 号 码 流 量 超 出 产 生 费 用 2 6 . 9 4 元 ， 我 方 已 经 向 用 户 按 照 上 网 日 志 正 常 解 释 ， 用 户 强 烈 不 认 可 ， 我 方 经 核 实 号 码 为 首 次 来 电 反 馈 流 量 问 题 ， 我 方 通 过 服 务 角 度 为 用 户 进 行 减 免 其 费 用 2 6 . 9 4 元 ， 用 户 认 可 ， 烦 请 相 关 人 员 为 其 核 实 处 理 ， 谢 谢 ！
29863|用 户 来 电 反 映 自 己 的 手 机 号 码 一 直 在 山 西 山 西 运 城 ， 但 是 行 程 码 却 显 示 自 己 有 广 东 深 圳 ， 用 户 表 示 自 己 一 直 在 山 西 运 城 ， 但 是 行 程 码 一 直 在 广 东 深 圳 ， 用 户 表 示 自 己 一 直 在 山 西 运 城 ， 但 是 自 己 查 询 行 程 码 时 ， 却 显 示 自 己 有 广 东 深 圳 ， 用 户 表 示 自 己 一 直 在 山 西 运 城 ， 但 是 自 己 一 直 在 山 西 运 城 ， 用 户 表 示 自 己 的 行 程 码 一 直 在 山 西 运 城 ， 但 是 自 己 一 直 在 山 西 运 城 ， 用 户 表 示 自 己 的 行 程 码 一 直 在 山 西 运 城 ， 但 是 自 己 的 行 某 某 人 录 上 显 示 自 己 的 行 程 信 息 ， 用 户 表 示 自 己 的 行 程 卡 有 问 题 ， 请 尽 快 核 实 处 理 ， 谢 谢 ！
29864|用 户 来 电 反 映 自 己 办 理 的 是 全 家 福 套 餐 ， 套 餐 内 有 2 0 g 的 流 量 ， 用 户 称 自 己 办 理 的 是 京 城 流 量 ， 用 户 称 自 己 办 理 的 是 送 流 量 的 ， 用 户 称 自 己 没 有 领 取 到 2 0 g 的 流 量 ， 用 户 要 求 我 方 恢 复 到 1 0 0 g 的 里 ， 请 尽 快 处 理 ， 谢 谢 ！
29865|用 户 来 电 称 * * * * * * * * 停 机 了 ， 我 方 经 查 询 为 局 方 停 机 （ 疑 似 诈 骗 停 机 ） ， 我 方 按 照 知 识 库 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 称 自 己 没 有 在 北 京 ， 要 求 我 方 协 助 处 理 ， 请 处 理 谢 谢 。
29866|用 户 来 电 反 映 自 己 从 未 办 理 过 联 通 秘 书 ， 我 方 查 询 在 2 0 2 0 - 0 9 - 1 9   1 1 :   1 3 :   1 3   办 理 成 功 ， 我 方 按 照 业 务 规 则 向 用 户 解 释 ， 用 户 不 认 可 ， 用 户 称 自 己 从 未 办 理 过 ， 要 求 我 方 核 实 原 因 并 取 消 此 业 务 ， 请 处 理 ， 谢 谢 ！
29867|* * * * * * * * 用 户 来 电 反 映 本 机 号 码 欠 费 - 1 8 4 3 . 1 0 元 ， 用 户 称 之 前 办 理 的 是 5 G 全 家 福 套 餐 ， 现 查 询 到 有 此 费 用 ， 用 户 对 此 费 用 不 认 可 ， 请 核 实 处 理 ， 谢 谢 。
29868|用 户 来 电 反 映 自 己 没 有 办 理 过 承 诺 通 信 费 7 0 元 档 得 1 4 g b   流 量 与 权 益 （ 次 月 生 效 合 约 1 2 个 月 ） ， 我 方 查 询 用 户 没 有 办 理 过 ， 用 户 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 ！
29869|用 户 来 电 反 映 对 2 0 2 0 1 2   月 份 产 生 的 6 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29870|用 户 来 电 反 映 手 机 在 所 有 地 方 均 无 法 正 常 接 打 电 话 ， 查 询 用 户 手 机 状 态 正 常 ， 建 议 用 户 换 机 尝 试 ， 用 户 不 认 可 ， 要 求 投 诉 ， 请 尽 快 处 理 ， 谢 谢 。
29871|用 户 来 电 对 2 0 2 1 0 1 月 产 生 的 3 4 9 . 2 2 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 我 方 按 快 速 处 理 向 用 户 核 减 费 用 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
29872|用 户 来 电 对 本 月 产 生 的 流 量 使 用 情 况 不 认 可 ， 我 方 按 照 移 动 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 要 求 我 方 专 人 核 实 处 理 并 回 复 ， 解 释 无 效 ， 转 接 专 席 失 败 ， 请 尽 快 处 理 ， 谢 谢 ！
29873|用 户 来 电 反 映 对 宽 带 欠 费 停 机 不 认 可 ， 我 方 经 查 询 用 户 欠 费 - 1 2 5 . 5 7 元 ， 用 户 称 自 己 宽 带 为 提 前 续 趸 不 会 产 生 欠 费 ， 我 方 已 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 要 求 我 方 反 馈 核 实 ， 烦 请 后 台 人 员 处 理 ， 谢 谢 ！
29874|用 户 来 电 反 映 称 自 己 宽 带 续 费 到 现 在 没 有 续 费 成 功 ， 我 方 经 系 统 查 询 宽 带 到 期 时 间 为 2 0 2 1 - 0 3 - 3 1 ， 用 户 不 认 可 ， 称 自 己 宽 带 已 经 续 费 成 功 ， 要 求 我 方 核 实 原 因 并 回 电 ， 请 处 理 ， 谢 谢 ！
29875|用 户 来 电 反 映 自 己 办 理 了 农 行 业 务 ， 但 是 一 直 提 示 自 己 还 欠 了 贷 款 ， 我 方 经 系 统 查 询 用 户 在 2 0 2 1 - 0 1 - 0 8   0 9 :   1 9 :   1 9   办 理 了 此 号 码 ， 现 用 户 要 求 我 方 核 实 原 因 并 回 复 ， 请 处 理 ， 谢 谢
29876|用 户 来 电 对 2 0 2 1 0 1 月 产 生 的 6 1 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 我 方 按 快 速 处 理 向 用 户 核 减 费 用 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
29877|* * * * * * * * 某 某 人 用 户 来 电 对 2 0 2 0 年 9 月 产 生 的 9 5 . 0 4 元 流 量 费 用 不 认 可 ， 已 按 详 单 和 移 动 客 户 上 网 日 志 解 释 ， 用 户 坚 持 要 求 处 理 费 用 ， 因 之 前 有 过 核 减 记 录 我 方 未 承 诺 核 减 ， 请 处 理 ， 谢 谢 。
29878|用 户 来 电 反 映 号 码 * * * * * * * * 使 用 健 康 宝 时 ， 提 示 用 户 去 过 运 城 地 区 ， 用 户 称 自 己 已 经 去 过 外 地 ， 要 求 我 方 为 其 核 实 具 体 情 况 ， 请 处 理 并 回 复 ， 谢 谢 ！
29879|客 户 来 电 反 映 无 法 接 收 到 短 信 ， 请 提 供 下 发 的 号 码 建 设 银 行 验 证 码 收 不 到 以 及 时 间 1 0 :   2 0 :   0 0 ， 为 客 户 记 录 反 映 ， 客 户 的 诉 求 尽 快 处 理 *   *   *
29880|用 户 来 电 反 映 对 1 2   月 份 产 生 的 1 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29881|用 户 来 电 对 2 0 2 1 0 2   月 份 产 生 的 2 0 . 0 0 元 流 量 费 不 认 可 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 称 自 己 没 有 使 用 过 ， 考 虑 用 户 情 况 ， 我 方 承 诺 为 其 核 减 2 0 . 0 0 元 ， 同 时 告 知 一 次 性 处 理 ， 无 法 打 印 发 票 ， 3 - 5   工 作 日 到 账 ， 用 户 认 可 ， 我 方 报 结 束 语 挂 机 （ 仅 调 账 ）
29882|用 户 来 电 反 映 自 己 号 码 收 到 我 方 下 发 的 短 信 ， 用 户 称 自 己 没 有 申 请 过 ， 但 是 收 到 后 一 直 申 请 的 ， 我 方 建 议 用 户 去 线 下 营 业 厅 查 询 ， 用 户 不 认 可 ， 要 求 我 方 核 实 是 谁 申 请 的 ， 请 处 理 ， 谢 谢 ！
29883|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
29884|用 户 来 电 反 映 自 己 的 号 码 查 询 行 程 大 数 据 的 时 候 总 是 显 示 自 己 去 过 石 家 庄 ， 但 是 用 户 表 示 自 己 没 有 去 过 ， 我 方 建 议 用 户 可 以 通 过 短 信 方 式 查 询 漫 游 地 ， 用 户 表 示 自 己 没 有 去 过 ， 要 求 我 方 为 其 反 馈 此 问 题 ， 请 尽 快 处 理 ， 谢 谢 ！
29885|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
29886|用 户 来 电 反 映 对 2 0 2 0 1 2   月 份 产 生 的 1 5 . 0 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29887|客 户 来 电 反 映 无 法 接 收 到 短 信 ， 请 提 供 下 发 的 号 码 * * * * * * * * 以 及 时 间 1 0 :   0 0 ， 为 客 户 记 录 反 映 ， 客 户 的 诉 求 尽 快 处 理
29888|用 户 来 电 反 映 自 己 办 理 的 携 号 转 网 ， 但 是 查 询 到 余 额 是 1 0 3 . 6 7 元 ， 用 户 称 自 己 办 理 的 是 包 年 的 套 餐 ， 我 方 查 询 到 用 户 号 码 没 有 查 询 到 有 月 租 ， 用 户 对 此 不 认 可 ， 要 求 我 方 核 实 原 因 ， 请 处 理 ， 谢 谢 ！
29889|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
29890|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
29891|用 户 来 电 反 映 对 1   月 份 产 生 的 5 1 . 6 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29892|用 户 来 电 反 映 * * * * * * * * 此 号 码 是 公 司 宽 带 ， 现 用 户 要 求 我 方 给 其 核 实 此 号 码 是 什 么 业 务 ， 我 方 通 过 系 统 查 询 显 示 是 由 于 我 方 通 话 费 用 导 致 的 ， 用 户 称 此 号 码 是 单 位 的 ， 我 方 已 长 时 间 解 释 ， 用 户 不 认 可 ， 强 烈 要 求 我 方 给 其 核 实 ， 请 尽 快 处 理 并 回 复 。
29893|用 户 来 电 称 自 己 办 理 的 宽 带 包 年 续 费 ， 用 户 称 自 己 办 理 的 是 3 0 0 m   宽 带 ， 为 什 么 现 在 是 2 9 9 元 / 月 ， 我 方 已 向 用 户 正 常 解 释 ， 用 户 对 此 强 烈 不 认 可 ， 用 户 要 求 我 方 为 其 上 报 反 馈 ， 请 处 理 ， 谢 谢
29894|* * * * * * * * 来 电 反 馈 号 码 * * * * * * * * 查 询 不 到 漫 游 地 ， 我 方 已 按 知 识 库 口 径 向 用 户 解 释 ， 用 户 称 自 己 通 过 短 信 和 支 付 宝 都 可 以 查 询 ， 但 是 通 过 支 付 宝 查 询 漫 游 地 也 显 示 查 询 不 到 漫 游 地 信 息 ， 用 户 对 此 不 认 可 ， 要 求 我 方 反 馈 核 实 ， 请 处 理 谢 谢 ！
29895|用 户 来 电 反 映 自 己 的 手 机 号 码 套 餐 资 费 ， 我 方 查 询 到 用 户 的 套 餐 为 天 王 卡 ， 用 户 称 自 己 使 用 的 是 腾 讯 天 王 卡 套 餐 ， 用 户 称 自 己 使 用 的 是 腾 讯 大 王 卡 套 餐 ， 我 方 查 询 到 用 户 的 套 餐 为 腾 讯 天 王 卡 ， 用 户 称 自 己 使 用 的 是 腾 讯 大 王 卡 套 餐 ， 用 户 称 自 己 的 套 餐 为 腾 讯 大 王 卡 套 餐 ， 用 户 称 自 己 的 套 餐 为 腾 讯 天 王 卡 ， 用 户 称 自 己 的 套 餐 为 腾 讯 天 王 卡 ， 用 户 要 求 我 方 核 实 流 量 使 用 明 细 ， 请 处 理 谢 谢 ！
29896|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
29897|客 户 来 电 称 自 己 收 到 短 信 让 自 己 办 理 了 一 个 金 融 分 期 ， 但 是 自 己 充 值 3 0 元 话 费 ， 没 有 使 用 ， 我 方 通 过 系 统 查 询 没 有 查 询 到 ， 请 后 台 人 员 核 实 并 处 理 ， 加 急 ， 客 户 要 求 今 天 回 复 ， 请 处 理
29898|用 户 来 电 对 2 0 2 1 0 1 月 产 生 的 2 1 . 1 0 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 我 方 按 快 速 处 理 向 用 户 核 减 费 用 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
29899|用 户 来 电 反 映 对 2 0 2 1 0 1   月 份 产 生 的 1 6 . 9 9 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29900|客 户 来 电 反 映 无 法 接 收 到 短 信 ， 请 提 供 下 发 的 号 码 *   *   *   *   *   *   以 及 时 间 * * : * * : * * ， 为 客 户 记 录 反 映 ， 客 户 的 诉 求 *   *   *   *
29901|用 户 来 电 称 自 己 宽 带 包 年 到 期 ， 之 前 有 我 方 人 员 联 系 用 户 让 用 户 发 送 短 信 通 知 ， 用 户 称 没 有 发 送 ， 用 户 要 求 我 方 补 发 ， 请 处 理 ， 谢 谢
29902|用 户 来 电 反 映 用 验 证 码 登 录 大 行 程 数 据 一 直 提 示 错 误 ， 用 户 要 求 尽 快 处 理 谢 谢
29903|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
29904|用 户 来 电 称 针 对 2 0 2 1 0 1 月 产 生 的 手 机 上 网 流 量 费 1 0 8 . 5 4 元 强 烈 不 认 可 ， 称 自 己 未 使 用 这 么 多 ， 我 方 已 向 用 户 正 常 解 释 ， 建 议 用 户 下 载 手 机 营 业 厅 查 询 上 网 详 单 ， 用 户 仍 不 认 可 ， 要 求 反 馈 至 相 关 部 门 ， 核 实 并 回 复 ， 谢 谢 。
29905|用 户 来 电 反 映 对 1   月 份 产 生 的 6 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29906|客 户 来 电 反 映 无 法 接 收 到 行 程 码 信 息 ， 我 方 建 议 用 户 可 通 过 短 信 和 手 机 营 业 厅 查 询 行 程 ， 用 户 不 认 可 称 自 己 的 行 程 码 没 有 了 ， 要 求 我 方 尽 快 核 实 处 理 此 问 题 ， 请 尽 快 核 实 处 理 谢 谢 ！
29907|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
29908|用 户 来 电 反 映 自 己 办 理 的 是 腾 讯 大 王 卡 ， 办 理 了 一 个 承 诺 通 信 费 6 0 元 档 得 1 2 g b   流 量 与 权 益 （ 立 即 生 效 合 约 1 2 个 月 ） ， 用 户 称 自 己 办 理 完 了 ， 但 是 自 己 使 用 腾 讯 视 频 还 是 无 法 使 用 ， 用 户 要 求 我 方 核 实 原 因 ， 请 处 理 ， 谢 谢 ！
29909|用 户 来 电 反 映 手 机 在 所 有 地 方 均 无 法 连 接 网 络 ， 查 询 用 户 手 机 状 态 正 常 ， 已 为 用 户 一 键 体 检 ， 无 效 ； 建 议 用 户 换 机 尝 试 ， 用 户 不 认 可 ， 要 求 投 诉 ， 请 尽 快 处 理 ， 谢 谢 。
29910|* * * * * * * * 某 某 人 用 户 再 次 来 电 反 映 此 号 码 套 餐 变 更 的 问 题 ， 详 见 t s * * * * * * * * （ 完 成 ） ， 称 当 时 人 员 回 复 时 ， 我 方 人 员 告 知 后 期 会 有 专 人 联 系 ， 后 续 会 给 其 处 理 ， 但 是 费 用 还 是 没 有 处 理 ， 对 此 不 认 可 ， 请 核 实 之 后 并 回 复 谢 谢 ！
29911|用 户 来 电 对 手 机 欠 费 - 4 1 5 . 1 0 不 认 可 ， 我 方 查 询 用 户 消 费 正 常 ， 按 照 2 0 2 0 1 1 - 2 0 2 1 0 1   月 份 的 账 单 及 缴 费 情 况 向 用 户 解 释 ， 我 某 某 人 常 解 释 ， 用 户 不 认 可 ， 要 求 我 方 专 人 核 实 处 理 并 回 复 ， 请 尽 快 处 理 ， 谢 谢 ！
29912|用 户 来 电 针 对 本 月 流 量 费 不 认 可 ， 已 按 照 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 扔 不 认 可 ， 按 照 快 速 处 理 流 程 ， 承 诺 用 户 减 免 4 0 . 0 0 ， 用 户 认 可 ， 用 户 自 行 承 担 0 ， 烦 请 相 关 人 员 尽 快 核 实 处 理 ， 谢 谢
29913|用 户 来 电 对 2 0 2 1 0 1 月 产 生 的 8 1 . 0 0 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
29914|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
29915|用 户 来 电 反 映 对 1 2   月 份 产 生 的 1 0 . 0 9 元 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29916|用 户 来 电 反 映 对 2 0 2 1 0 1   月 份 产 生 的 1 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29917|用 户 来 电 反 映 前 期 问 题 ， 详 见 工 单 ： t s * * * * * * * * ， 用 户 称 已 将 截 图 发 送 至 我 方 邮 箱 ， 用 户 称 已 经 发 送 到 我 方 邮 箱 ， 要 求 我 方 尽 快 处 理 ， 请 处 理 ， 谢 谢 ！
29918|客 户 来 电 反 映 从 近 一 周 开 始 ， 在 所 有 位 置 信 号 正 常 ， 无 法 上 网 ， 换 机 换 卡 无 效 ， 经 系 统 查 询 号 码 状 态 正 常 ， 已 为 客 户 进 行 “ 一 键 体 检 ” 操 作 无 效 ， 客 户 要 求 我 方 核 实 具 体 原 因 并 回 复 ， 谢 谢 ！
29919|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
29920|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
29921|用 户 来 电 对 2 0 2 1 0 1 月 产 生 的 4 1 1 . 1 0 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 我 方 按 快 速 处 理 向 用 户 核 减 费 用 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
29922|用 户 来 电 要 求 取 消 “ 承 诺 通 信 费 7 0 元 档 得 1 4 g b   流 量 与 权 益 （ 次 月 生 效 合 约 1 2 个 月 ） ” 的 活 动 ， 烦 请 处 理 ， 谢 谢 。
29923|用 户 来 电 反 映 号 码 * * * * * * * * 一 直 接 到 银 行 的 电 话 ， 告 知 用 户 号 码 是 私 人 号 码 ， 但 是 用 户 称 自 己 没 有 办 理 过 信 用 卡 ， 我 方 告 知 用 户 号 码 是 2 0 1 8 年 3   月 份 入 网 的 ， 用 户 不 认 可 ， 要 求 我 方 核 实 原 因 ， 请 处 理 ， 谢 谢
29924|用 户 来 电 反 映 对 号 码 欠 费 不 认 可 ， 我 方 经 系 统 查 询 用 户 有 1 2   月 份 欠 费 2 6 . 9 6 元 ， 用 户 不 认 可 ， 称 自 己 没 有 使 用 过 ， 要 求 我 方 核 实 具 体 欠 费 原 因 并 回 复 ， 请 处 理 ， 谢 谢 ！
29925|用 户 来 电 反 映 对 2 0 2 0 1 2   月 份 产 生 的 6 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
29926|用 户 来 电 对 2 0 2 0 1 2 月 产 生 的 4 0 . 5 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 我 方 按 快 速 处 理 向 用 户 核 减 费 用 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
29927|用 户 来 电 反 映 自 己 在 营 业 厅 办 理 的 宽 带 续 费 ， 用 户 称 自 己 在 1 2 月 2 号 充 值 了 3 4 8 4 元 ， 但 是 用 户 称 自 己 查 询 到 余 额 有 7 4 2 . 1 1 元 ， 用 户 称 自 己 充 值 了 3 4 8 4 元 ， 用 户 称 自 己 查 询 到 余 额 有 3 9 8 4 元 ， 用 户 要 求 我 方 核 实 ， 请 处 理 ， 谢 谢 ！
29928|用 户 来 电 反 映 对 本 月 产 生 的 1 0 0 元 流 量 包 费 用 有 异 议 ， 称 自 己 没 有 使 用 这 么 多 流 量 ， 我 方 按 照 上 网 日 志 及 客 户 使 用 情 况 正 常 解 释 ， 用 户 不 认 可 ， 要 求 我 方 核 实 无 法 正 常 使 用 的 原 因 并 回 复 请 处 理 ， 谢 谢 。
29929|用 户 来 电 称 自 己 近 期 没 有 去 过 香 港 ， 但 是 行 程 码 显 示 自 己 去 过 香 港 ， 用 户 称 自 己 一 直 在 深 圳 ， 用 户 要 求 我 方 反 馈 核 实 请 处 理 谢 谢 ！
29930|用 户 来 电 称 自 己 宽 带 要 注 销 ， 为 什 么 欠 费 1 5 元 ， 我 方 查 询 到 有 一 部 分 宽 带 已 经 交 回 了 ， 我 某 某 人 常 向 用 户 解 释 ， 用 户 不 认 可 ， 要 求 我 方 上 报 反 馈 ， 请 处 理 ， 谢 谢 ！
